2015,278
2014,530
2013,506
2012,534
2011,521
2010,491
2009,456
2008,412
2007,393
2006,394
2005,365
2004,386
2003,316
2002,352
2001,290
2000,252
1999,255
1998,212
1997,151
1996,92
1995,35
1994,4
1993,2
