2015,702
2014,1227
2013,1070
2012,871
2011,640
2010,567
2009,419
2008,240
2007,163
2006,102
2005,86
2004,49
2003,34
2002,22
2001,22
2000,12
1999,13
1998,10
1997,9
1996,4
1995,6
1994,6
1993,6
1992,3
1991,3
1990,6
1989,5
1988,6
1986,1
1985,1
1984,1
1977,3
1976,1
1970,1
1968,1
1967,1
1966,1
1965,1
1964,3
1963,1
1961,1
1960,1
1959,1
1957,1
1956,1
1954,2
