11144946,argentina
11766544,argentina
11873667,argentina
14708461,argentina
14708511,argentina
8580533,argentina
6399428,argentina
11595072,australia
21850211,australia
11595074,australia
23286259,australia
19432728,australia
25827809,australia
15151634,australia
24372695,australia
11696171,australia
20078669,australia
18251787,australia
22320912,australia
18251792,australia
22320910,australia
12406190,australia
22320930,australia
16808798,australia
19929921,australia
16930338,australia
22320920,australia
18336654,australia
22360504,australia
18336662,australia
23382773,australia
19691746,australia
23418847,australia
19691747,australia
22414092,australia
19691766,australia
19968749,australia
18366392,australia
24471965,australia
16922908,australia
24520211,australia
16981944,australia
24548099,australia
21155879,australia
22510129,australia
18397480,australia
24561986,australia
18397485,australia
22507091,australia
16958677,australia
22532787,australia
15304132,australia
23488477,australia
15317546,australia
21793905,australia
19788611,australia
24612456,australia
19799699,australia
23569426,australia
21299615,australia
22571308,australia
15955213,australia
22571298,australia
16412038,australia
22606046,australia
11982705,australia
22943798,australia
15550079,australia
18700899,australia
12164968,australia
24628622,australia
16048560,australia
24629175,australia
15610448,australia
23617659,australia
15612660,australia
23617666,australia
15663693,australia
23617665,australia
15663694,australia
23621484,australia
15683429,australia
24643086,australia
17295760,australia
22697333,australia
17305993,australia
18702683,australia
18959596,australia
18707598,australia
17444865,australia
22762228,australia
19067780,australia
24720610,australia
12542461,australia
24750233,australia
16509872,australia
22773932,australia
14731128,australia
22788923,australia
19120869,australia
24958092,australia
19120874,australia
21475719,australia
16638094,australia
24995858,australia
20492008,australia
23869654,australia
19175829,australia
24224911,australia
19178636,australia
25013369,australia
17645459,australia
21929650,australia
12581049,australia
25115499,australia
16174077,australia
21401899,australia
16642237,australia
20230349,australia
16643334,australia
24069069,australia
16643340,australia
24352145,australia
19236544,australia
24303923,australia
20565421,australia
21669582,australia
20579221,australia
25210494,australia
20586873,australia
21418296,australia
16174079,australia
23020651,australia
16704535,australia
24237310,australia
16704539,australia
21535200,australia
20649735,australia
21535195,australia
25258651,australia
25258649,australia
25293587,australia
21884246,australia
22211100,australia
25404108,australia
23057590,australia
24165038,australia
23095039,australia
25588761,australia
24102709,australia
21951671,australia
21950745,australia
25678839,australia
10221814,australia
8527704,australia
10846568,australia
281214,australia
1391733,australia
7717940,australia
1706918,australia
3013148,australia
11100987,australia
8672751,australia
11021485,australia
8743923,australia
10442915,australia
7487707,australia
9076619,australia
4015525,australia
611384,australia
7016103,australia
7231311,australia
732672,australia
9750959,australia
7545050,australia
12621828,austria
25249303,austria
21253778,austria
24249323,austria
18594944,austria
18998076,austria
19116711,austria
19291366,austria
2672606,austria
10520377,austria
2773485,austria
7825319,austria
3020855,austria
3055691,austria
8806189,austria
9133101,austria
6636785,austria
6475472,austria
654297,austria
7529956,austria
7825320,austria
7825318,austria
20956914,bangladesh
25178600,bangladesh
14674618,bangladesh
22870784,belgium
18330088,belgium
23650783,belgium
11887632,belgium
23741925,belgium
11942178,belgium
24761691,belgium
21299153,belgium
21485758,belgium
12014258,belgium
19902868,belgium
12051095,belgium
12136537,belgium
12233216,belgium
12420609,belgium
15658053,belgium
11189981,belgium
12420610,belgium
19198586,belgium
19241917,belgium
17715634,belgium
12584914,belgium
18074738,belgium
9615159,belgium
10823002,belgium
2484737,belgium
10823003,belgium
2486016,belgium
2110407,belgium
9529672,belgium
1851590,belgium
5990098,belgium
10769574,belgium
2618531,belgium
10769575,belgium
10769572,belgium
22073859,bosnia and hercegovina
12055719,bosnia and hercegovina
25132706,bosnia and hercegovina
16134752,bosnia and hercegovina
24301926,brazil
18157353,brazil
23903680,brazil
19668947,brazil
22888305,brazil
15361985,brazil
22666759,brazil
12205528,brazil
24938604,brazil
19851675,brazil
25004263,brazil
18622475,brazil
25867419,brazil
15678201,brazil
25036351,brazil
11236272,brazil
20339781,brazil
15094908,brazil
25061731,brazil
25117373,brazil
25222230,brazil
24068191,brazil
25517919,brazil
25626938,brazil
10488596,brazil
7538290,brazil
1668625,brazil
9216099,brazil
9334471,brazil
7817097,brazil
20506772,bulgaria
24151747,bulgaria
20506781,bulgaria
20506786,bulgaria
2634808,bulgaria
1942899,bulgaria
2669339,bulgaria
1942900,bulgaria
3062894,bulgaria
1842829,bulgaria
3551330,bulgaria
2527321,bulgaria
5706185,bulgaria
9739820,bulgaria
7442042,bulgaria
9974029,bulgaria
16820089,canada
22952422,canada
20824050,canada
23359789,canada
19484141,canada
24403857,canada
20927319,canada
23097626,canada
20927318,canada
22406516,canada
20973434,canada
23441129,canada
19568409,canada
20003838,canada
19568416,canada
24523620,canada
16908897,canada
23559890,canada
18299731,canada
22876164,canada
19668798,canada
23610017,canada
16948881,canada
22670096,canada
18414717,canada
23633926,canada
11875594,canada
22745590,canada
11875595,canada
24708215,canada
11875597,canada
23194191,canada
11875596,canada
24155642,canada
11894319,canada
22787433,canada
18472958,canada
23814481,canada
16331889,canada
24953430,canada
18592007,canada
24957319,canada
12677264,canada
22241962,canada
17325739,canada
24204197,canada
17356708,canada
24078937,canada
17408158,canada
24155633,canada
20410554,canada
25089113,canada
20454507,canada
25117978,canada
14760433,canada
21390185,canada
14768739,canada
22028618,canada
19177204,canada
22028623,canada
20567622,canada
21403843,canada
17762902,canada
25499221,canada
17786181,canada
23964353,canada
16716033,canada
21532882,canada
20689760,canada
21847358,canada
18030360,canada
23308043,canada
18030366,canada
23300370,canada
18031643,canada
23308056,canada
19412434,canada
25372771,canada
23019415,canada
23019409,canada
25575964,canada
25684992,canada
25748236,canada
10464348,canada
6176305,canada
10976244,canada
445237,canada
1695558,canada
4709468,canada
2600938,canada
2805338,canada
7326624,canada
4092355,canada
445286,canada
6164461,canada
2425919,canada
7683577,canada
7882218,canada
8174313,canada
15478297,chile
24121585,chile
25117030,chile
22215331,chile
10436680,chile
2152626,chile
9567395,chile
9334486,chile
15786540,china
25264884,china
16776981,china
24304949,china
16780673,china
25203703,china
19430705,china
25216706,china
15793888,china
25410774,china
20800022,china
25232461,china
12892584,china
25241785,china
15694029,china
25652374,china
12895341,china
25262609,china
16804974,china
25830030,china
12903435,china
25316242,china
16810748,china
25333036,china
20813682,china
25405166,china
12903437,china
25842732,china
12903756,china
25485268,china
20819570,china
25830031,china
15133855,china
25533827,china
15138133,china
25564060,china
15742407,china
25736109,china
15140658,china
25651847,china
20868602,china
25717223,china
12609076,china
24314220,china
12918126,china
25841447,china
12918127,china
25841682,china
12918140,china
24340225,china
12918128,china
21773080,china
12921608,china
23323008,china
19489224,china
23324233,china
19500507,china
23326161,china
15801000,china
23336383,china
15162548,china
22093844,china
15162550,china
23358453,china
19522026,china
22321888,china
18167254,china
24363523,china
18176963,china
24369230,china
15182508,china
22958741,china
18203294,china
24382243,china
15200918,china
24167131,china
15810077,china
22333204,china
18234644,china
22340650,china
12935400,china
22340648,china
18234632,china
24385699,china
16845800,china
21823013,china
20954273,china
22371645,china
12940069,china
22363124,china
20976848,china
24395300,china
18240351,china
24415877,china
16274030,china
24415863,china
16274031,china
22371633,china
16274034,china
24187474,china
16274037,china
19957811,china
16274039,china
22375400,china
16274040,china
23372337,china
16274042,china
24151395,china
16274043,china
23392805,china
16274045,china
22844548,china
18272034,china
19950564,china
15810085,china
19953932,china
16274047,china
21542284,china
18275717,china
24439187,china
18279610,china
22416189,china
16274046,china
24444682,china
16274048,china
22419469,china
19570392,china
19957813,china
16274050,china
21792760,china
16274051,china
23984524,china
19575490,china
22445970,china
15259086,china
20137691,china
18286698,china
20133233,china
21029629,china
20137689,china
18322951,china
20135714,china
15266828,china
20118008,china
15754392,china
23430136,china
16874856,china
24472302,china
19610135,china
24484594,china
19610136,china
24151368,china
19615285,china
23444312,china
19615291,china
22490861,china
19618718,china
23450128,china
19619444,china
23460968,china
19624871,china
22039326,china
19627019,china
21611100,china
16875609,china
18803351,china
15285038,china
22493542,china
21054984,china
24059998,china
21092568,china
23482354,china
21092570,china
20133238,china
21092579,china
20302733,china
18330938,china
21611096,china
18330956,china
23515366,china
18330959,china
23526391,china
15840258,china
20137690,china
16909592,china
20137688,china
11758254,china
20137396,china
11758255,china
24063222,china
11776577,china
21362344,china
11779435,china
24571876,china
18350635,china
24578785,china
11780432,china
24605017,china
11783110,china
24605033,china
21105191,china
24605032,china
11798705,china
24605025,china
11798764,china
24605022,china
19666413,china
24605023,china
19673016,china
24605027,china
11819842,china
24605028,china
11819794,china
24605030,china
11819814,china
20039459,china
11825510,china
23538603,china
11832160,china
23554673,china
16937466,china
23555160,china
19719950,china
23556057,china
16937508,china
23946590,china
11832084,china
22110842,china
16939930,china
20143460,china
21122389,china
21459729,china
21134835,china
22588909,china
18396684,china
23578430,china
18395901,china
24294505,china
18397844,china
21460362,china
18397846,china
22876041,china
18397858,china
22650021,china
21160583,china
23591345,china
21160627,china
23601239,china
21160674,china
21459718,china
21160770,china
21448416,china
21160772,china
21740780,china
21160835,china
24653626,china
21160839,china
25174478,china
21160848,china
20211066,china
21160863,china
22723164,china
21160884,china
23648294,china
21160897,china
21362378,china
21160938,china
22692073,china
18397859,china
18763279,china
15300913,china
22690071,china
21173913,china
22110279,china
18416462,china
22969226,china
21179734,china
23671746,china
18430374,china
21860709,china
15309737,china
23674856,china
21191835,china
24659893,china
15313690,china
21860838,china
11866987,china
22969210,china
16313796,china
24685079,china
19750574,china
22969215,china
19764098,china
22884134,china
19781277,china
18706212,china
21215169,china
18785534,china
21218076,china
24707146,china
21218082,china
22969187,china
21219792,china
22736913,china
15355651,china
22884073,china
18442195,china
22883954,china
15363197,china
22883454,china
18453221,china
23730507,china
18473422,china
18756944,china
18478912,china
23730506,china
18478929,china
23730523,china
18479599,china
21633599,china
18494045,china
23745020,china
15378800,china
22007487,china
21245997,china
24721346,china
15378788,china
22776648,china
19799088,china
18842503,china
18522889,china
22791941,china
18528941,china
21633635,china
16008962,china
23205306,china
11938807,china
22800753,china
19822498,china
22816010,china
11942409,china
22811841,china
21269930,china
22811846,china
21269932,china
22811842,china
21269942,china
22811861,china
21269981,china
22811847,china
21274370,china
22811875,china
11953200,china
23751473,china
11953187,china
24772334,china
17036401,china
24785459,china
15457566,china
23901226,china
18583236,china
21418992,china
15473922,china
23789218,china
19842232,china
21977858,china
18595134,china
23801866,china
18595135,china
23816557,china
18595144,china
21412497,china
17059762,china
24824251,china
18609701,china
24921398,china
18609717,china
24949353,china
21355282,china
24949334,china
18616919,china
23126204,china
17067488,china
24949384,china
17072959,china
24949394,china
17072983,china
20197614,china
17075979,china
22811848,china
19861285,china
19908334,china
16029636,china
22811857,china
19891023,china
22811878,china
17086695,china
24844828,china
17109519,china
22781036,china
17120744,china
23236247,china
17143944,china
23730519,china
17147109,china
21472101,china
17152489,china
23717744,china
17152491,china
21614687,china
15526377,china
23671732,china
15694030,china
23674861,china
16425381,china
24982765,china
15534911,china
20180242,china
16425399,china
24998655,china
12679940,china
23596535,china
12679948,china
23864784,china
16437692,china
25030587,china
16437697,china
25030590,china
17166452,china
24605024,china
17167830,china
24294508,china
14530109,china
23895858,china
15601559,china
24023491,china
17200013,china
23270819,china
16060994,china
24325093,china
17217822,china
22294829,china
17219968,china
24294507,china
17226900,china
23205304,china
17226905,china
24282349,china
15631784,china
22171124,china
15631802,china
22173495,china
15634447,china
23996757,china
15634525,china
18693168,china
15637742,china
25685272,china
15641137,china
22905288,china
16052681,china
25083302,china
12408777,china
25639200,china
12508380,china
18680225,china
15682475,china
19957796,china
15682471,china
20007071,china
15682495,china
23112553,china
17344598,china
19957812,china
12508340,china
25573220,china
16080841,china
23073801,china
17287177,china
19950545,china
12532469,china
22919734,china
12532471,china
21611090,china
17357493,china
21611091,china
17359699,china
25146405,china
17366794,china
21611099,china
16086869,china
23232639,china
17374240,china
25154845,china
17380451,china
21547133,china
14599962,china
25184120,china
14599963,china
24033967,china
14599992,china
22007514,china
14606096,china
21403817,china
18956633,china
24294504,china
14606097,china
24033964,china
14606104,china
21412491,china
14607639,china
23000761,china
14607640,china
22147973,china
14607648,china
24151381,china
14607668,china
25232460,china
14607669,china
25232462,china
14607726,china
18777594,china
17393109,china
21418868,china
14607730,china
25241794,china
12452071,china
21528072,china
16481301,china
21448350,china
19000454,china
21547125,china
17403278,china
24060073,china
17403279,china
24259973,china
17403281,china
21608232,china
17403286,china
22088471,china
17403287,china
22247824,china
17403288,china
21799645,china
14612292,china
21603319,china
16482625,china
25436122,china
