24737347	BRCA1
24522996	BRCA1
25865228	BRCA1
18439109	BRCA1
23099806	BRCA1
18762988	BRCA1
15796958	BRCA1
19140568	BRCA1
19029836	BRCA1
15173085	BRCA1
18855126	BRCA1
22399190	BRCA1
19968494	BRCA1
12237281	BRCA1
17351952	BRCA1
21598239	BRCA1
21183737	BRCA1
18688698	BRCA1
9134530	BRCA1
14531499	BRCA1
10667595	BRCA1
24775809	BRCA1
25366685	BRCA1
11879560	BRCA1
25225577	BRCA1
15550590	BRCA1
23935836	BRCA1
22429936	BRCA1
15162061	BRCA1
16973716	BRCA1
25224030	BRCA1
11091610	BRCA1
25788227	BRCA1
20301425	BRCA1
25356972	BRCA1
24147435	BRCA1
23657012	BRCA1
25072261	BRCA1
21989927	BRCA1
18349832	BRCA1
23456555	BRCA1
23091540	BRCA1
22228431	BRCA1
21256203	BRCA1
21975290	BRCA1
21285249	BRCA1
22846737	BRCA1
20876795	BRCA1
25719666	BRCA1
21633318	BRCA1
23613489	BRCA1
18581219	BRCA1
21365267	BRCA1
8640236	BRCA1
22166947	BRCA1
8988179	BRCA1
20582465	BRCA1
22368299	BRCA1
25479140	BRCA1
11156628	BRCA1
17981219	BRCA1
22162226	BRCA1
22406596	BRCA1
24618433	BRCA1
23846919	BRCA1
16632103	BRCA1
16632102	BRCA1
19768832	BRCA1
23474559	BRCA1
18657973	BRCA1
25076338	BRCA1
25076339	BRCA1
20858716	BRCA1
23187834	BRCA1
20711688	BRCA1
24534203	BRCA1
22664588	BRCA1
12622420	BRCA1
8673090	BRCA1
22162228	BRCA1
8950667	BRCA1
11291558	BRCA1
24534469	BRCA1
23774697	BRCA1
18818508	BRCA1
20455200	BRCA1
19690177	BRCA1
21613821	BRCA1
15264268	BRCA1
22722139	BRCA1
12670518	BRCA1
14726700	BRCA1
21135251	BRCA1
22134241	BRCA1
18281469	BRCA1
25666743	BRCA1
15781639	BRCA1
19491823	BRCA1
25036236	BRCA1
15516847	BRCA1
25853369	BRCA1
19433978	BRCA1
24268522	BRCA2
24737347	BRCA2
24522996	BRCA2
12622420	BRCA2
25865228	BRCA2
18264087	BRCA2
14981540	BRCA2
25864590	BRCA2
21056012	BRCA2
18264088	BRCA2
23099806	BRCA2
11888897	BRCA2
16417627	BRCA2
16964288	BRCA2
21508395	BRCA2
17301269	BRCA2
15131399	BRCA2
21199651	BRCA2
12569143	BRCA2
16082177	BRCA2
9560268	BRCA2
20195775	BRCA2
8673090	BRCA2
12097290	BRCA2
18437078	BRCA2
8640236	BRCA2
20423983	BRCA2
20582465	BRCA2
11950811	BRCA2
10793087	BRCA2
11879560	BRCA2
8968085	BRCA2
17289875	BRCA2
22934697	BRCA2
23299404	BRCA2
9134530	BRCA2
14531499	BRCA2
21455033	BRCA2
9150155	BRCA2
8988179	BRCA2
22399190	BRCA2
17351952	BRCA2
21289082	BRCA2
15806175	BRCA2
21750719	BRCA2
23935836	BRCA2
16243825	BRCA2
21598239	BRCA2
11207041	BRCA2
18469443	BRCA2
18855126	BRCA2
19433978	BRCA2
