Harada, A	16
Haas, Michael	16
Greco, Eliana	16
Go, Vay Liang W	16
Fushida, Sachio	16
Funakoshi, A	16
Fujimura, Takashi	16
Fidler, Isaiah J	16
Ferrone, Cristina R	16
Felix, Klaus	16
Egami, Hiroshi	16
Debus, Jürgen	16
Chu, T M	16
Chang, Daniel T	16
Cereda, Stefano	16
Buring, Julie E	16
Brune, Kieran	16
Brennan, M F	16
Brand, Randall	16
Bondy, Melissa L	16
Beger, Hans G	16
Bartsch, D K	16
Bahra, Marcus	16
Awasthi, Niranjan	16
Ansari, Daniel	16
Angonese, C	16
Amundadottir, Laufey	16
Amano, Ryosuke	16
Aboukameel, Amro	16
Zhao, Yupei	15
Zeleniuch-Jacquotte, Anne	15
Zambon, Carlo-Federico	15
Yoshida, T	15
Yoon, Yong Bum	15
Witkiewicz, Agnieszka K	15
Weitz, Jürgen	15
Wang-Gillam, Andrea	15
Wang, Hua	15
Wang, Chun-You	15
Wada, Hiroshi	15
Van Laethem, Jean-Luc	15
Ueno, K	15
Uemoto, Shinji	15
Uehara, Hiroyuki	15
Tsuchida, Akihiko	15
Tobias, Geoffrey S	15
Takiyama, Y	15
Takahara, Naminatsu	15
Sun, Bei	15
Standop, Jens	15
Silverman, D T	15
Shibata, T	15
Schmiegel, W	15
Satomura, Y	15
Saif, M Wasif	15
Rosewicz, S	15
Riess, Hanno	15
Raimondo, Massimo	15
Raderer, M	15
Padhye, Subhash	15
Ohshio, G	15
Offerhaus, G Johan A	15
Nomoto, S	15
Nishimura, Y	15
Ninomiya, Itasu	15
Negri, Eva	15
Navaglia, Filippo	15
Nakaizumi, Akihiko	15
Moriwaki, Hisataka	15
Mori, M	15
Meng, Zhiqiang	15
Matsubara, Saburo	15
Makino, Isamu	15
Löhr, Matthias	15
Löhr, M	15
Liu, Lu-Ming	15
Liu, Li	15
Lee, Sang Hyub	15
Le, Dung T	15
Kosuge, T	15
Kong, Bo	15
Kondo, T	15
Kobayashi, Shogo	15
Kitamura, K	15
Kim, Richard	15
Kawai, Manabu	15
Kato, M	15
Kato, H	15
Kanemitsu, Keiichiro	15
Kaneko, T	15
Kadota, Shigetoshi	15
Kaaks, Rudolf	15
Jia, Zhiliang	15
Jesnowski, Ralf	15
Hwang, Jin-Hyeok	15
Hunter, David J	15
Hollingsworth, M A	15
Hirota, M	15
Hirono, Seiko	15
Hirohashi, Setsuo	15
Henne-Bruns, Doris	15
Haab, Brian B	15
Guski, H	15
Goldenberg, David M	15
Gao, Song	15
Gallick, Gary E	15
Furuta, S	15
Fine, Robert L	15
Fillat, Cristina	15
Ferrara, C	15
Egawa, S	15
Ebert, M	15
Cunningham, David	15
Cunningham, D	15
Choti, Michael A	15
Buscail, L	15
Bronner, Mary P	15
Boyle, P	15
